Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity,pre_type,post_type,pre_side,post_side
720575940636063339,720575940625459464,119489,71564,1,-1,-1,R7,aMe12,right,right
720575940636190571,720575940609627403,119780,7753,2,-1,-2,R8,aMe12,left,left
720575940636193387,720575940622446106,119785,55108,1,-1,-1,R7,aMe12,left,left
720575940636390263,720575940609627403,120223,7753,1,-1,-1,R7,aMe12,left,left
720575940636397748,720575940647731252,120233,136042,2,-1,-2,R8,aMe12,right,right
720575940636539896,720575940632489743,120527,108712,1,1,1,R8,aMe12,right,right
720575940636660855,720575940647731252,120818,136042,3,-1,-3,R7,aMe12,right,right
720575940636905071,720575940625459464,121339,71564,2,1,2,R7,aMe12,right,right
720575940636931959,720575940625459464,121398,71564,1,1,1,R7,aMe12,right,right
720575940637063543,720575940609627403,121678,7753,5,1,5,R8,aMe12,left,left
720575940637081455,720575940632489743,121714,108712,2,1,2,R7,aMe12,right,right
720575940637181815,720575940640715392,121915,129836,3,-1,-3,R7,aMe12,left,left
720575940637181815,720575940609627403,121915,7753,1,-1,-1,R7,aMe12,left,left
720575940637181815,720575940622446106,121915,55108,1,-1,-1,R7,aMe12,left,left
720575940637489326,720575940640715392,122604,129836,4,1,4,R8,aMe12,left,left
720575940637528206,720575940640715392,122701,129836,1,1,1,R7,aMe12,left,left
720575940637659534,720575940625459464,123041,71564,1,-1,-1,R7,aMe12,right,right
720575940637688718,720575940647731252,123132,136042,1,1,1,R7,aMe12,right,right
720575940638026974,720575940625459464,123851,71564,1,1,1,R7,aMe12,right,right
720575940638026974,720575940647731252,123851,136042,1,1,1,R7,aMe12,right,right
720575940638404580,720575940625459464,124733,71564,1,-1,-1,R7,aMe12,right,right
720575940638404580,720575940647731252,124733,136042,1,-1,-1,R7,aMe12,right,right
720575940638747620,720575940609627403,125513,7753,1,1,1,R8,aMe12,left,left
720575940638782953,720575940625459464,125593,71564,1,1,1,R8,aMe12,right,right
720575940638798052,720575940647731252,125615,136042,2,-1,-2,R7,aMe12,right,right
720575940638822207,720575940625459464,125664,71564,1,1,1,R7,aMe12,right,right
720575940639054569,720575940640715392,126223,129836,1,-1,-1,R8,aMe12,left,left
720575940639439174,720575940625459464,127100,71564,2,-1,-2,R7,aMe12,right,right
720575940639696829,720575940625459464,127673,71564,1,-1,-1,R8,aMe12,right,right
720575940639790013,720575940609627403,127893,7753,6,1,6,R8,aMe12,left,left
720575940639864765,720575940609627403,128062,7753,2,-1,-2,R7,aMe12,left,left
720575940640057397,720575940609627403,128496,7753,3,1,3,R8,aMe12,left,left
720575940640063805,720575940640836952,128512,130075,5,-1,-5,R7,aMe12,right,right
720575940640152509,720575940609627403,128710,7753,2,-1,-2,R8,aMe12,left,left
720575940640156494,720575940625459464,128721,71564,1,1,1,R7,aMe12,right,right
720575940640156494,720575940640836952,128721,130075,2,1,2,R7,aMe12,right,right
720575940640159293,720575940625459464,128733,71564,6,-1,-6,R8,aMe12,right,right
720575940640279093,720575940640836952,129004,130075,1,1,1,R8,aMe12,right,right
720575940640634019,720575940609627403,129705,7753,2,1,2,R8,aMe12,left,left
720575940640783731,720575940609627403,129995,7753,1,1,1,R8,aMe12,left,left
720575940640787032,720575940609627403,129999,7753,1,-1,-1,R8,aMe12,left,left
720575940641107328,720575940622446106,130420,55108,1,1,1,R7,aMe12,left,left
720575940641763981,720575940625459464,131068,71564,2,1,2,R8,aMe12,right,right
720575940642234357,720575940647731252,131387,136042,1,1,1,R7,aMe12,right,right
720575940642841636,720575940632489743,131909,108712,2,1,2,R8,aMe12,right,right
720575940643067789,720575940640836952,132077,130075,1,1,1,R8,aMe12,right,right
720575940643199885,720575940609627403,132156,7753,1,-1,-1,R7,aMe12,left,left
720575940643199885,720575940622446106,132156,55108,1,-1,-1,R7,aMe12,left,left
720575940643202445,720575940640715392,132158,129836,1,-1,-1,R8,aMe12,left,left
720575940643239821,720575940622446106,132179,55108,1,1,1,R8,aMe12,left,left
720575940644535200,720575940625459464,133236,71564,2,-1,-2,R7,aMe12,right,right
720575940644535200,720575940647731252,133236,136042,2,-1,-2,R7,aMe12,right,right
720575940644542755,720575940625459464,133246,71564,1,-1,-1,R7,aMe12,right,right
720575940644599712,720575940609627403,133304,7753,1,-1,-1,R7,aMe12,left,left
720575940644726728,720575940625459464,133473,71564,4,-1,-4,R8,aMe12,right,right
720575940644731040,720575940625459464,133476,71564,2,1,2,R8,aMe12,right,right
720575940644954312,720575940625459464,133747,71564,1,1,1,R7,aMe12,right,right
720575940645059784,720575940640836952,133860,130075,3,1,3,R7,aMe12,right,right
720575940645864471,720575940609627403,134714,7753,1,1,1,R7,aMe12,left,left
720575940645895447,720575940640715392,134734,129836,1,1,1,R8,aMe12,left,left
720575940645895447,720575940609627403,134734,7753,1,1,1,R8,aMe12,left,left
720575940645899799,720575940609627403,134735,7753,1,-1,-1,R7,aMe12,left,left
720575940646047511,720575940632489743,134858,108712,1,-1,-1,R7,aMe12,right,right
720575940646164334,720575940632489743,134964,108712,1,1,1,R7,aMe12,right,right
720575940646380654,720575940622446106,135113,55108,1,-1,-1,R8,aMe12,left,left
720575940647041315,720575940625459464,135591,71564,1,-1,-1,R7,aMe12,right,right
720575940647181091,720575940640836952,135701,130075,1,-1,-1,R7,aMe12,right,right
720575940647406115,720575940625459464,135848,71564,2,-1,-2,R7,aMe12,right,right
720575940647849012,720575940622446106,136104,55108,1,-1,-1,R7,aMe12,left,left
720575940648165508,720575940632489743,136233,108712,2,1,2,R8,aMe12,right,right
720575940648554628,720575940609627403,136378,7753,1,-1,-1,R7,aMe12,left,left
720575940648618628,720575940632489743,136400,108712,3,1,3,R8,aMe12,right,right
720575940650515321,720575940622446106,136834,55108,1,1,1,R7,aMe12,left,left
720575940653311478,720575940647731252,137422,136042,2,-1,-2,R7,aMe12,right,right
720575940653496822,720575940632489743,137486,108712,1,1,1,R8,aMe12,right,right
720575940653535990,720575940640836952,137491,130075,1,1,1,R8,aMe12,right,right
720575940653564662,720575940609627403,137506,7753,4,-1,-4,R8,aMe12,left,left
720575940655749793,720575940625459464,137931,71564,1,1,1,R7,aMe12,right,right
720575940655910561,720575940647731252,137970,136042,3,1,3,R8,aMe12,right,right
720575940655971489,720575940609627403,137985,7753,1,-1,-1,R7,aMe12,left,left
720575940656044961,720575940640715392,138004,129836,1,1,1,R8,aMe12,left,left
720575940656044961,720575940609627403,138004,7753,3,1,3,R8,aMe12,left,left
720575940659591297,720575940632489743,138200,108712,1,1,1,R8,aMe12,right,right
720575940661134209,720575940609627403,138560,7753,1,-1,-1,R7,aMe12,left,left
720575940661134209,720575940622446106,138560,55108,1,-1,-1,R7,aMe12,left,left
720575940661154177,720575940622446106,138571,55108,1,1,1,R7,aMe12,left,left
