Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity,pre_type,post_type,pre_side,post_side
720575940622446106,720575940608413193,55108,5992,1,1,1,aMe12,KCg-d,left,left
720575940622446106,720575940622884499,55108,57473,6,1,6,aMe12,KCg-d,left,left
720575940622446106,720575940619155182,55108,38063,3,1,3,aMe12,KCg-d,left,left
720575940622446106,720575940626460420,55108,76587,3,1,3,aMe12,KCg-d,left,left
720575940622446106,720575940608399115,55108,5968,13,1,13,aMe12,KCg-d,left,left
720575940622446106,720575940615608123,55108,24381,1,1,1,aMe12,KCg-d,left,right
720575940622446106,720575940631492419,55108,104244,1,1,1,aMe12,KCg-d,left,left
720575940622446106,720575940645949316,55108,134785,5,1,5,aMe12,KCg-d,left,left
720575940622446106,720575940632182692,55108,107301,2,1,2,aMe12,KCg-d,left,right
720575940622446106,720575940636555182,55108,120553,11,1,11,aMe12,KCg-d,left,left
720575940622446106,720575940620347329,55108,43055,18,1,18,aMe12,KCg-d,left,left
720575940622446106,720575940604497888,55108,701,14,1,14,aMe12,KCg-d,left,left
720575940622446106,720575940617576422,55108,31408,5,1,5,aMe12,KCg-d,left,right
720575940625459464,720575940634468463,71564,115294,4,1,4,aMe12,KCg-d,right,right
720575940625459464,720575940620226729,71564,42495,4,1,4,aMe12,KCg-d,right,right
720575940625459464,720575940605829297,71564,2313,3,1,3,aMe12,KCg-d,right,left
720575940625459464,720575940610353381,71564,8998,1,1,1,aMe12,KCg-d,right,right
720575940625459464,720575940618776833,71564,36541,1,1,1,aMe12,KCg-d,right,right
720575940625459464,720575940643195159,71564,132152,10,1,10,aMe12,KCg-d,right,left
720575940625459464,720575940626649433,71564,77550,1,1,1,aMe12,KCg-d,right,right
720575940625459464,720575940625766984,71564,73091,8,1,8,aMe12,KCg-d,right,right
720575940625459464,720575940606691932,71564,3685,16,1,16,aMe12,KCg-d,right,left
720575940625459464,720575940616295069,71564,26779,1,1,1,aMe12,KCg-d,right,left
720575940625459464,720575940605792946,71564,2236,6,1,6,aMe12,KCg-d,right,right
720575940625459464,720575940626111175,71564,74936,10,1,10,aMe12,KCg-d,right,right
720575940625459464,720575940627452689,71564,82540,9,1,9,aMe12,KCg-d,right,right
720575940625459464,720575940615332674,71564,23468,2,1,2,aMe12,KCg-d,right,left
720575940625459464,720575940618163013,71564,33901,6,1,6,aMe12,KCg-d,right,left
720575940625459464,720575940621146956,71564,47590,7,1,7,aMe12,KCg-d,right,right
720575940625459464,720575940615910228,71564,25396,8,1,8,aMe12,KCg-d,right,right
720575940625459464,720575940631577569,71564,104666,14,1,14,aMe12,KCg-d,right,right
720575940625459464,720575940626951171,71564,79346,2,1,2,aMe12,KCg-d,right,right
720575940625459464,720575940623977545,71564,63649,1,1,1,aMe12,KCg-d,right,right
720575940625459464,720575940619769008,71564,40379,11,1,11,aMe12,KCg-d,right,right
720575940625459464,720575940621810871,71564,51493,8,1,8,aMe12,KCg-d,right,right
720575940625459464,720575940608312533,71564,5817,19,1,19,aMe12,KCg-d,right,right
720575940625459464,720575940628350211,71564,87726,11,1,11,aMe12,KCg-d,right,right
720575940625459464,720575940621073840,71564,47150,4,1,4,aMe12,KCg-d,right,right
720575940625459464,720575940636562916,71564,120574,8,1,8,aMe12,KCg-d,right,left
720575940625459464,720575940621936362,71564,52147,1,1,1,aMe12,KCg-d,right,left
720575940625459464,720575940619695860,71564,40034,1,1,1,aMe12,KCg-d,right,right
720575940625459464,720575940612020008,71564,12870,12,1,12,aMe12,KCg-d,right,right
720575940625459464,720575940615608123,71564,24381,3,1,3,aMe12,KCg-d,right,right
720575940625459464,720575940631492419,71564,104244,2,1,2,aMe12,KCg-d,right,left
720575940625459464,720575940620205951,71564,42404,2,1,2,aMe12,KCg-d,right,right
720575940625459464,720575940614311842,71564,19965,16,1,16,aMe12,KCg-d,right,right
720575940625459464,720575940604497888,71564,701,1,1,1,aMe12,KCg-d,right,left
720575940625459464,720575940624465900,71564,66538,16,1,16,aMe12,KCg-d,right,right
720575940625459464,720575940628836345,71564,90498,1,1,1,aMe12,KCg-d,right,right
720575940632489743,720575940626950147,108712,79340,1,1,1,aMe12,KCg-d,right,right
720575940632489743,720575940627251216,108712,81306,1,1,1,aMe12,KCg-d,right,left
720575940632489743,720575940645269614,108712,134113,7,1,7,aMe12,KCg-d,right,right
720575940632489743,720575940605829297,108712,2313,1,1,1,aMe12,KCg-d,right,left
720575940632489743,720575940623231428,108712,59569,2,1,2,aMe12,KCg-d,right,left
720575940632489743,720575940627028773,108712,79827,1,1,1,aMe12,KCg-d,right,right
720575940632489743,720575940634661806,108712,115728,1,1,1,aMe12,KCg-d,right,right
720575940632489743,720575940626951171,108712,79346,3,1,3,aMe12,KCg-d,right,right
720575940632489743,720575940608312533,108712,5817,5,1,5,aMe12,KCg-d,right,right
720575940632489743,720575940636026089,108712,119414,29,1,29,aMe12,KCg-d,right,right
720575940632489743,720575940628215056,108712,86910,3,1,3,aMe12,KCg-d,right,right
720575940632489743,720575940636636486,108712,120754,10,1,10,aMe12,KCg-d,right,right
720575940632489743,720575940621073840,108712,47150,12,1,12,aMe12,KCg-d,right,right
720575940632489743,720575940615544249,108712,24199,1,1,1,aMe12,KCg-d,right,right
720575940632489743,720575940610709106,108712,9717,4,1,4,aMe12,KCg-d,right,right
720575940632489743,720575940634906286,108712,116351,8,1,8,aMe12,KCg-d,right,left
720575940632489743,720575940612023983,108712,12875,10,1,10,aMe12,KCg-d,right,right
720575940632489743,720575940642021064,108712,131233,12,1,12,aMe12,KCg-d,right,right
720575940632489743,720575940643741384,108712,132517,6,1,6,aMe12,KCg-d,right,left
720575940632489743,720575940615608123,108712,24381,3,1,3,aMe12,KCg-d,right,right
720575940632489743,720575940620205951,108712,42404,4,1,4,aMe12,KCg-d,right,right
720575940632489743,720575940617576422,108712,31408,10,1,10,aMe12,KCg-d,right,right
720575940632489743,720575940624465900,108712,66538,18,1,18,aMe12,KCg-d,right,right
720575940640715392,720575940627251216,129836,81306,10,1,10,aMe12,KCg-d,left,left
720575940640715392,720575940625786899,129836,73198,18,1,18,aMe12,KCg-d,left,right
720575940640715392,720575940645269614,129836,134113,8,1,8,aMe12,KCg-d,left,right
720575940640715392,720575940605829297,129836,2313,19,1,19,aMe12,KCg-d,left,left
720575940640715392,720575940618776833,129836,36541,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940628080902,129836,86140,13,1,13,aMe12,KCg-d,left,left
720575940640715392,720575940605550950,129836,1862,8,1,8,aMe12,KCg-d,left,right
720575940640715392,720575940627800446,129836,84502,1,1,1,aMe12,KCg-d,left,left
720575940640715392,720575940623231428,129836,59569,4,1,4,aMe12,KCg-d,left,left
720575940640715392,720575940622621164,129836,55999,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940616442369,129836,27318,10,1,10,aMe12,KCg-d,left,left
720575940640715392,720575940625721866,129836,72863,20,1,20,aMe12,KCg-d,left,right
720575940640715392,720575940606929419,129836,4033,20,1,20,aMe12,KCg-d,left,left
720575940640715392,720575940611336726,129836,11059,6,1,6,aMe12,KCg-d,left,left
720575940640715392,720575940615373398,129836,23607,6,1,6,aMe12,KCg-d,left,right
